"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Tim Collins","","0","0","4.80","0","1","0","1.0","1","1","0","1","1","1.49","8.45","4.63","5.07","0.0","0.0","999.0","3164"
"Marc Magliaro","","0","0","4.99","0","1","0","1.0","1","1","0","1","0","1.43","8.37","3.78","5.07","0.0","0.0","999.0","sa739267"
"Ismael Guillon","","0","0","4.81","0","1","0","1.0","1","1","0","1","1","1.49","8.61","4.60","5.07","0.0","0.0","999.0","sa550236"
"Trevor Charpie","","0","0","4.95","0","1","0","1.0","1","1","0","1","0","1.49","7.53","4.04","5.08","0.0","0.0","999.0","sa3004606"
"James Buckelew","","0","0","4.59","0","1","0","1.0","1","1","0","1","0","1.50","7.38","4.28","4.85","0.0","0.0","999.0","sa550261"
"Mayckol Guaipe","","0","0","5.00","0","1","0","1.0","1","1","0","1","0","1.46","8.05","3.90","5.08","0.0","0.0","999.0","11663"
"Reed Garrett","","0","0","4.94","0","1","0","1.0","1","1","0","1","0","1.51","8.03","4.45","5.08","0.0","0.0","999.0","16866"
"Brian Flynn","","0","0","4.87","0","1","0","1.0","1","1","0","1","0","1.51","7.19","4.12","5.08","0.0","0.0","999.0","12027"
"Matt Belisle","","0","0","4.96","0","1","0","1.0","1","1","0","1","0","1.45","7.16","3.46","5.08","0.0","0.0","999.0","1837"
"David Roseboom","","0","0","4.81","0","1","0","1.0","1","1","0","1","1","1.52","8.51","4.87","5.08","0.0","0.0","999.0","sa550321"
"Jackson Stephens","","0","0","4.90","0","1","0","1.0","1","1","0","1","0","1.46","7.68","3.90","5.08","0.0","0.0","999.0","14420"
"Brandon Maurer","","0","0","4.96","0","1","0","1.0","1","1","0","1","0","1.48","8.34","4.26","5.08","0.0","0.0","999.0","4878"
"Daniel Mengden","","0","0","5.14","0","1","0","1.0","1","1","0","1","0","1.44","6.84","3.02","5.21","0.0","0.0","999.0","16980"
"Thomas Hackimer","Twins","0","0","4.97","0","1","0","1.0","1","1","0","1","1","1.52","8.36","4.87","5.15","0.0","0.0","999.0","sa872726"
"Jandel Gustave","Pirates","0","0","4.91","0","1","0","1.0","1","1","0","1","0","1.50","7.83","4.32","4.98","0.0","0.0","999.0","14665"
"Victor Payano","","0","0","4.88","0","1","0","1.0","1","1","0","1","0","1.47","8.80","4.47","5.08","0.0","0.0","999.0","sa548111"
"Henry Martinez","","0","0","4.93","0","1","0","1.0","1","1","0","1","0","1.49","7.92","4.18","5.07","0.0","0.0","999.0","sa828216"
"Dylan File","Brewers","0","0","4.61","0","4","0","4.0","4","2","1","3","1","1.31","7.63","2.55","4.78","0.0","0.0","999.0","sa3004197"
"Rob Whalen","","0","0","5.01","0","1","0","1.0","1","1","0","1","0","1.46","7.18","3.52","5.09","0.0","0.0","999.0","14165"
"Michael Mariot","","0","0","5.00","0","1","0","1.0","1","1","0","1","0","1.43","8.29","3.71","5.17","0.0","0.0","999.0","10835"
"Douglas Baxendale","","0","0","5.02","0","1","0","1.0","1","1","0","1","0","1.45","7.92","3.79","5.09","0.0","0.0","999.0","sa577014"
"Jacob Patterson","","0","0","4.58","0","1","0","1.0","1","1","0","1","0","1.43","8.10","4.13","4.94","0.0","0.0","999.0","sa3002777"
"Kyle Bird","","0","0","4.80","0","1","0","1.0","1","1","0","1","1","1.50","8.71","4.86","5.09","0.0","0.0","999.0","16618"
"Nick Hernandez","Astros","0","0","4.86","0","1","0","1.0","1","1","0","1","0","1.46","8.79","4.39","5.02","0.0","0.0","999.0","sa918109"
"Jared Carkuff","","0","0","4.97","0","1","0","1.0","1","1","0","1","0","1.49","8.44","4.40","5.09","0.0","0.0","999.0","sa913153"
"Jason Creasy","","0","0","4.85","0","1","0","1.0","1","1","0","1","0","1.43","8.22","3.78","4.94","0.0","0.0","999.0","sa598099"
"Domingo Tapia","Mariners","0","0","4.51","0","4","0","4.0","4","2","1","4","2","1.44","8.34","4.28","4.80","0.0","0.0","999.0","12178"
"Manny Parra","","0","0","4.86","0","1","0","1.0","1","1","0","1","0","1.50","7.54","4.25","5.09","0.0","0.0","999.0","4279"
"Darin Gillies","","0","0","4.99","0","1","0","1.0","1","1","0","1","0","1.45","8.39","4.06","5.10","0.0","0.0","999.0","sa875269"
"Kevin Canelon","","0","0","4.90","0","1","0","1.0","1","1","0","1","0","1.41","7.82","3.42","5.10","0.0","0.0","999.0","sa597095"
"Spencer Herrmann","","0","0","4.78","0","1","0","1.0","1","1","0","1","0","1.48","7.51","4.24","5.13","0.0","0.0","999.0","sa829717"
"Luis Escobar","","0","0","4.90","0","1","0","1.0","1","1","0","1","1","1.51","8.34","4.73","5.10","0.0","0.0","999.0","17345"
"Kurt Spomer","","0","0","4.96","0","1","0","1.0","1","1","0","1","0","1.48","7.18","3.80","5.10","0.0","0.0","999.0","sa659458"
"JJ Santa Cruz","","0","0","4.52","0","1","0","1.0","1","1","0","1","0","1.49","7.96","4.46","4.76","0.0","0.0","999.0","sa3007274"
"Chris Smith","","0","0","4.98","0","1","0","1.0","1","1","0","1","0","1.43","8.39","3.89","5.10","0.0","0.0","999.0","14449"
"Yapson Gomez","","0","0","4.82","0","1","0","1.0","1","1","0","1","0","1.51","7.03","4.12","5.10","0.0","0.0","999.0","sa737676"
"Vidal Nuno","","0","0","4.67","0","1","0","1.0","1","1","0","1","0","1.39","7.85","3.50","4.98","0.0","0.0","999.0","9674"
"William Lescher","","0","0","5.29","0","1","0","1.0","1","1","0","1","0","1.48","7.63","3.81","5.30","0.0","0.0","999.0","sa3004471"
"Jake Stinnett","","0","0","4.98","0","1","0","1.0","1","1","0","1","0","1.50","8.00","4.39","5.10","0.0","0.0","999.0","sa738473"
"Joshua Torres","","0","0","4.99","0","1","0","1.0","1","1","0","1","0","1.45","8.30","3.98","5.10","0.0","0.0","999.0","sa659907"
"Mark Leiter","","0","0","5.05","0","1","0","1.0","1","1","0","1","0","1.46","7.54","3.54","5.10","0.0","0.0","999.0","15551"
"Anthony Swarzak","","0","0","4.94","0","1","0","1.0","1","1","0","1","0","1.47","8.37","4.14","5.10","0.0","0.0","999.0","7466"
"David Hodson","","0","0","4.96","0","1","0","1.0","1","1","0","1","0","1.48","8.50","4.39","5.11","0.0","0.0","999.0","sa920635"
"Joe Mantiply","Diamondbacks","0","0","4.74","0","1","0","1.0","1","1","0","1","0","1.46","7.55","3.80","4.90","0.0","0.0","999.0","14857"
"Diego Moreno","","0","0","4.77","0","1","0","1.0","1","1","0","1","0","1.42","7.64","3.62","4.98","0.0","0.0","999.0","6238"
"Yeizo Campos","","0","0","4.69","0","1","0","1.0","1","1","0","1","0","1.40","7.82","3.57","4.96","0.0","0.0","999.0","sa919234"
"Andres Sotillet","Royals","0","0","5.06","0","1","0","1.0","1","1","0","1","0","1.51","6.46","3.78","5.11","0.0","0.0","999.0","sa917861"
"Chris Volstad","Reds","0","0","5.24","0","1","0","1.0","1","1","0","1","0","1.51","6.55","3.34","5.21","0.0","0.0","999.0","9901"
"Dusten Knight","Orioles","0","0","5.22","0","1","0","1.0","1","1","0","1","0","1.48","7.51","4.02","5.50","0.0","0.0","999.0","sa738418"
"Manny Acosta","","0","0","4.95","0","1","0","1.0","1","1","0","1","0","1.50","7.78","4.29","5.11","0.0","0.0","999.0","8725"
"Jonathan Hennigan","Phillies","0","0","4.82","0","1","0","1.0","1","1","0","1","1","1.56","7.76","4.99","5.20","0.0","0.0","999.0","sa918447"
"Shae Simmons","","0","0","4.92","0","1","0","1.0","1","1","0","1","1","1.54","8.32","5.01","5.11","0.0","0.0","999.0","14200"
"Carlos Sierra","","0","0","4.98","0","1","0","1.0","1","1","0","1","1","1.51","8.25","4.58","5.11","0.0","0.0","999.0","sa919542"
"Alberto Baldonado","","0","0","4.78","0","1","0","1.0","1","1","0","1","1","1.53","8.70","5.15","5.11","0.0","0.0","999.0","sa550649"
"Jacob Condra-Bogan","Nationals","0","0","5.06","0","1","0","1.0","1","1","0","1","0","1.44","7.63","3.43","5.15","0.0","0.0","999.0","sa3005422"
"Dario Beltre","","0","0","4.89","0","1","0","1.0","1","1","0","1","1","1.59","8.38","5.49","5.11","0.0","0.0","999.0","sa550679"
"Joe Broussard","","0","0","5.00","0","1","0","1.0","1","1","0","1","0","1.46","8.33","4.09","5.12","0.0","0.0","999.0","sa708442"
"Grant Gavin","","0","0","5.03","0","1","0","1.0","1","1","0","1","1","1.50","8.80","4.76","5.12","0.0","0.0","999.0","sa918674"
"Yunior Marte","Giants","0","0","4.62","0","1","0","1.0","1","1","0","1","0","1.43","8.41","4.15","4.78","0.0","0.0","999.0","sa739617"
"Adam Parks","","0","0","4.97","0","1","0","1.0","1","1","0","1","0","1.44","8.34","3.97","5.12","0.0","0.0","999.0","sa829657"
"Ben Rowen","Angels","0","0","5.16","0","1","0","1.0","1","1","0","1","0","1.42","6.54","2.73","5.21","0.0","0.0","999.0","10983"
"Riley Ferrell","Astros","0","0","4.84","0","1","0","1.0","1","1","0","1","1","1.50","9.05","4.97","5.05","0.0","0.0","999.0","sa874967"
"Adam Hofacket","","0","0","4.98","0","1","0","1.0","1","1","0","1","0","1.50","7.21","4.02","5.12","0.0","0.0","999.0","sa875282"
"Ryan Garton","","0","0","4.96","0","1","0","1.0","1","1","0","1","0","1.51","7.90","4.44","5.12","0.0","0.0","999.0","14016"
"Jason Gurka","","0","0","4.99","0","1","0","1.0","1","1","0","1","0","1.48","6.98","3.57","5.21","0.0","0.0","999.0","8007"
"Lucas Long","","0","0","5.03","0","1","0","1.0","1","1","0","1","0","1.46","6.30","3.11","5.12","0.0","0.0","999.0","sa827466"
"Dustin McGowan","Rays","0","0","4.76","0","1","0","1.0","1","1","0","1","0","1.45","7.09","3.64","4.99","0.0","0.0","999.0","8600"
"Grant Dyer","","0","0","5.00","0","1","0","1.0","1","1","0","1","0","1.44","8.17","3.85","5.21","0.0","0.0","999.0","sa874139"
"Jake Buchanan","","0","0","5.01","0","1","0","1.0","1","1","0","1","0","1.46","5.90","2.96","5.12","0.0","0.0","999.0","10962"
"Angel Ventura","","0","0","5.05","0","1","0","1.0","1","1","0","1","0","1.47","8.22","4.13","5.12","0.0","0.0","999.0","sa597505"
"Jhonatan German","","0","0","5.03","0","1","0","1.0","1","1","0","1","0","1.50","7.56","4.06","5.16","0.0","0.0","999.0","sa883710"
"Josh Osich","Reds","0","0","4.73","0","8","0","8.0","8","4","1","8","3","1.42","8.55","3.63","4.82","0.0","0.0","999.0","11528"
"J.P. Howell","","0","0","4.91","0","1","0","1.0","1","1","0","1","0","1.55","6.48","4.09","5.12","0.0","0.0","999.0","8245"
"Alex Phillips","","0","0","5.07","0","1","0","1.0","1","1","0","1","0","1.46","8.28","4.08","5.20","0.0","0.0","999.0","sa3008595"
"Thomas Burrows","Braves","0","0","4.64","0","1","0","1.0","1","1","0","1","1","1.48","8.70","4.75","4.97","0.0","0.0","999.0","sa874215"
"Wei-Chieh Huang","","0","0","4.92","0","1","0","1.0","1","1","0","1","1","1.48","9.03","4.77","5.12","0.0","0.0","999.0","17508"
"Erik Goeddel","","0","0","5.01","0","1","0","1.0","1","1","0","1","0","1.45","8.67","4.20","5.13","0.0","0.0","999.0","11712"
"Brady Lail","Mariners","0","0","5.10","0","1","0","1.0","1","1","0","1","0","1.50","7.90","4.42","5.36","0.0","0.0","999.0","14707"
"Cody Tyler","","0","0","4.70","0","1","0","1.0","1","1","0","1","0","1.46","7.55","3.96","4.99","0.0","0.0","999.0","sa3007265"
"Mike Hauschild","","0","0","5.14","0","1","0","1.0","1","1","0","1","0","1.53","6.74","3.96","5.25","0.0","0.0","999.0","14033"
"Seth Maness","","0","0","4.99","0","1","0","1.0","1","1","0","1","0","1.39","5.78","2.19","5.13","0.0","0.0","999.0","12235"
"Matthew Blackham","","0","0","4.67","0","1","0","1.0","1","1","0","1","1","1.47","9.38","5.02","4.98","0.0","0.0","999.0","sa829631"
"Zechariah Lemond","","0","0","5.03","0","1","0","1.0","1","1","0","1","0","1.48","8.12","4.12","5.13","0.0","0.0","999.0","sa602584"
"John Patterson","","0","0","4.79","0","1","0","1.0","1","1","0","1","1","1.54","7.31","4.61","5.05","0.0","0.0","999.0","sa3007860"
"D.J. Snelten","Cubs","0","0","4.77","0","1","0","1.0","1","1","0","1","1","1.57","7.09","4.79","5.05","0.0","0.0","999.0","15949"
"Michael Shawaryn","","0","0","4.99","0","1","0","1.0","1","1","0","1","0","1.43","8.08","3.80","5.09","0.0","0.0","999.0","19495"
"James Reeves","","0","0","4.99","0","1","0","1.0","1","1","0","1","1","1.52","8.78","4.93","5.34","0.0","0.0","999.0","sa875266"
"Yordy Cabrera","","0","0","5.03","0","1","0","1.0","1","1","0","1","0","1.49","7.24","3.92","5.13","0.0","0.0","999.0","sa548243"
"Jeremy Beasley","Diamondbacks","0","0","4.80","0","1","0","1.0","1","1","0","1","0","1.43","7.67","3.70","4.93","0.0","0.0","999.0","20205"
"Layne Henderson","","0","0","4.88","0","1","0","1.0","1","1","0","1","1","1.51","8.62","4.83","5.06","0.0","0.0","999.0","sa3007718"
"Quintin Torres-Costa","Brewers","0","0","4.76","0","1","0","1.0","1","1","0","1","1","1.48","8.61","4.64","5.05","0.0","0.0","999.0","sa876206"
"Craig Brooks","Cubs","0","0","4.83","0","1","0","1.0","1","1","0","1","1","1.52","9.76","5.56","5.05","0.0","0.0","999.0","sa875197"
"Enyel De Los Santos","Phillies","0","0","5.02","0","1","0","1.0","1","1","0","1","0","1.42","8.24","3.64","5.22","0.0","0.0","999.0","18403"
"Gregory Belton","","0","0","5.02","0","1","0","1.0","1","1","0","1","0","1.48","8.32","4.27","5.14","0.0","0.0","999.0","sa918623"
"Yeison Medina","","0","0","4.97","0","1","0","1.0","1","1","0","1","1","1.56","7.18","4.64","5.14","0.0","0.0","999.0","sa736868"
"Domingo Acevedo","","0","0","5.15","0","1","0","1.0","1","1","0","1","0","1.44","8.05","3.68","5.35","0.0","0.0","999.0","sa739716"
"Tate Scioneaux","Rockies","0","0","5.43","0","1","0","1.0","1","1","0","1","0","1.47","8.48","3.89","5.41","0.0","0.0","999.0","sa857686"
"Ryan Dull","","0","0","4.98","0","1","0","1.0","1","1","0","1","0","1.41","8.30","3.55","5.14","0.0","0.0","999.0","13974"
"Adam Liberatore","","0","0","4.88","0","1","0","1.0","1","1","0","1","0","1.49","7.87","4.28","5.14","0.0","0.0","999.0","10637"
"Daniel Corcino","","0","0","4.95","0","1","0","1.0","1","1","0","1","0","1.45","8.50","4.19","5.14","0.0","0.0","999.0","9266"
"Jason Hursh","","0","0","4.97","0","1","0","1.0","1","1","0","1","0","1.56","6.83","4.47","5.14","0.0","0.0","999.0","14914"
"Jason Richman","","0","0","4.85","0","1","0","1.0","1","1","0","1","0","1.52","7.31","4.37","5.14","0.0","0.0","999.0","sa857658"
"Jared Ruxer","","0","0","5.03","0","1","0","1.0","1","1","0","1","0","1.48","8.17","4.16","5.14","0.0","0.0","999.0","sa602422"
"Dakota Mekkes","","0","0","4.81","0","1","0","1.0","1","1","0","1","1","1.52","9.01","5.27","5.06","0.0","0.0","999.0","sa915807"
"Jeremy Rhoades","","0","0","4.97","0","1","0","1.0","1","1","0","1","0","1.46","8.48","4.22","5.14","0.0","0.0","999.0","sa827471"
"Carlos Diaz","","0","0","4.86","0","1","0","1.0","1","1","0","1","1","1.52","7.92","4.63","5.14","0.0","0.0","999.0","sa597196"
"Adam Bray","","0","0","5.07","0","1","0","1.0","1","1","0","1","0","1.44","7.18","3.50","5.22","0.0","0.0","999.0","sa876116"
"Bryan Menendez","","0","0","4.96","0","1","0","1.0","1","1","0","1","0","1.50","8.40","4.50","5.04","0.0","0.0","999.0","sa3006990"
"William Simpson","Red Sox","0","0","4.93","0","1","0","1.0","1","1","0","1","1","1.59","9.00","5.76","5.10","0.0","0.0","999.0","sa738717"
"Wei-Yin Chen","","0","0","5.00","0","1","0","1.0","1","1","0","1","0","1.40","7.89","3.16","5.15","0.0","0.0","999.0","13071"
"Scott Effross","Cubs","0","0","4.96","0","1","0","1.0","1","1","0","1","0","1.49","6.67","3.70","5.06","0.0","0.0","999.0","sa857667"
"Jayson McKinley","Diamondbacks","0","0","4.94","0","1","0","1.0","1","1","0","1","1","1.50","8.38","4.57","5.04","0.0","0.0","999.0","sa920921"
"A.J. Schugel","","0","0","5.07","0","1","0","1.0","1","1","0","1","0","1.48","7.30","3.75","5.15","0.0","0.0","999.0","11432"
"Maikel Cleto","","0","0","5.00","0","1","0","1.0","1","1","0","1","1","1.51","8.11","4.54","5.15","0.0","0.0","999.0","5529"
"Ariel Hernandez","","0","0","4.93","0","1","0","1.0","1","1","0","1","1","1.56","9.00","5.55","5.15","0.0","0.0","999.0","15603"
"Parker Bugg","","0","0","4.73","0","1","0","1.0","1","1","0","1","0","1.41","8.79","4.07","4.92","0.0","0.0","999.0","sa738946"
"Casey Crosby","","0","0","4.96","0","1","0","1.0","1","1","0","1","1","1.54","8.23","4.98","5.22","0.0","0.0","999.0","5261"
"Dylan Lee","","0","0","4.61","0","1","0","1.0","1","1","0","1","0","1.47","8.05","4.36","4.92","0.0","0.0","999.0","sa918185"
"Michael Franco","","0","0","4.75","0","1","0","1.0","1","1","0","1","0","1.42","8.68","4.21","5.02","0.0","0.0","999.0","sa829140"
"Dalton Moats","Rays","0","0","4.64","0","1","0","1.0","1","1","0","1","0","1.46","7.90","4.35","5.03","0.0","0.0","999.0","sa738506"
"Tyler Lyons","Yankees","0","0","4.99","0","1","0","1.0","1","1","0","1","0","1.45","8.36","4.06","5.26","0.0","0.0","999.0","11334"
"Hector Velazquez","Astros","0","0","4.92","0","1","0","1.0","1","1","0","1","0","1.47","7.24","3.75","5.08","0.0","0.0","999.0","19341"
"Stephen Perakslis","","0","0","5.04","0","1","0","1.0","1","1","0","1","0","1.47","7.29","3.65","5.15","0.0","0.0","999.0","sa621679"
"Michael Mader","","0","0","4.85","0","1","0","1.0","1","1","0","1","1","1.55","7.68","4.80","5.15","0.0","0.0","999.0","sa828804"
"Mitchell Brown","","0","0","4.98","0","1","0","1.0","1","1","0","1","1","1.55","8.85","5.28","5.16","0.0","0.0","999.0","sa657957"
"Simon Castro","","0","0","5.09","0","1","0","1.0","1","1","0","1","0","1.46","8.31","3.96","5.16","0.0","0.0","999.0","9243"
"Mauricio Cabrera","","0","0","4.82","0","1","0","1.0","1","1","0","1","1","1.65","9.74","6.81","5.16","0.0","0.0","999.0","12975"
"Robbie Ross Jr.","","0","0","4.87","0","1","0","1.0","1","1","0","1","1","1.57","7.97","5.19","5.12","0.0","0.0","999.0","6819"
"Mike Broadway","","0","0","5.03","0","1","0","1.0","1","1","0","1","0","1.47","8.45","4.19","5.16","0.0","0.0","999.0","9894"
"Brooks Pounders","","0","0","5.01","0","1","0","1.0","1","1","0","1","0","1.41","8.24","3.59","5.16","0.0","0.0","999.0","10387"
"Thomas Colletti","","0","0","5.05","0","1","0","1.0","1","1","0","1","0","1.49","7.94","4.16","5.16","0.0","0.0","999.0","sa3004927"
"Jonah Wesely","","0","0","4.83","0","1","0","1.0","1","1","0","1","1","1.58","8.18","5.33","5.16","0.0","0.0","999.0","sa737935"
"Kevin Comer","","0","0","5.02","0","1","0","1.0","1","1","0","1","0","1.44","8.40","3.92","5.16","0.0","0.0","999.0","sa597802"
"Yacksel Rios","","0","0","5.17","0","1","0","1.0","1","1","0","1","1","1.55","7.69","4.69","5.26","0.0","0.0","999.0","15007"
"Alexi Ogando","","0","0","5.04","0","1","0","1.0","1","1","0","1","0","1.45","7.65","3.64","5.16","0.0","0.0","999.0","10261"
"Mason Melotakis","","0","0","4.93","0","1","0","1.0","1","1","0","1","0","1.52","7.61","4.40","5.16","0.0","0.0","999.0","sa621016"
"Albert Suarez","","0","0","5.02","0","1","0","1.0","1","1","0","1","0","1.51","7.58","4.18","5.17","0.0","0.0","999.0","6175"
"Todd Van Steensel","Padres","0","0","4.90","0","1","0","1.0","1","1","0","1","0","1.47","8.44","4.36","5.03","0.0","0.0","999.0","sa505234"
"Matthew Frawley","","0","0","5.20","0","1","0","1.0","1","1","0","1","0","1.51","8.30","4.44","5.38","0.0","0.0","999.0","sa918386"
"Jeffrey Passantino","Pirates","0","0","5.03","0","1","0","1.0","1","1","0","1","0","1.39","7.62","3.09","5.06","0.0","0.0","999.0","sa915726"
"Tyler Cloyd","","0","0","5.06","0","1","0","1.0","1","1","0","1","0","1.43","7.36","3.30","5.17","0.0","0.0","999.0","8536"
"JC Ramirez","","0","0","5.07","0","1","0","1.0","1","1","0","1","0","1.47","6.40","3.32","5.17","0.0","0.0","999.0","8302"
"Chase Johnson","Padres","0","0","4.88","0","1","0","1.0","1","1","0","1","0","1.53","6.98","4.35","5.03","0.0","0.0","999.0","sa549740"
"Josh A. Smith","","0","0","4.78","0","1","0","1.0","1","1","0","1","0","1.38","7.50","2.97","4.84","0.0","0.0","999.0","10946"
"Nicholas Hartman","","0","0","5.04","0","1","0","1.0","1","1","0","1","0","1.51","7.77","4.32","5.17","0.0","0.0","999.0","sa918176"
"Jakob Hernandez","Phillies","0","0","4.89","0","1","0","1.0","1","1","0","1","1","1.49","8.86","4.75","5.26","0.0","0.0","999.0","sa3004823"
"Chad Girodo","","0","0","4.97","0","1","0","1.0","1","1","0","1","0","1.49","7.17","3.88","5.17","0.0","0.0","999.0","15542"
"Matt Purke","","0","0","4.88","0","1","0","1.0","1","1","0","1","1","1.60","7.59","5.22","5.17","0.0","0.0","999.0","12831"
"Carlos Torres","","0","0","5.39","0","1","0","1.0","1","1","0","1","0","1.54","6.96","3.90","5.37","0.0","0.0","999.0","7624"
"Anthony Castro","Blue Jays","0","0","5.00","0","1","0","1.0","1","1","0","1","1","1.54","8.07","4.85","5.20","0.0","0.0","999.0","19789"
