"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Damek Tomscha","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".282",".351",".633",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa550391"
"Austin Jackson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".286",".325",".611",".266","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","9848"
"Jared Young","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".283",".358",".642",".275","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004937"
"Nicholas Zammarelli","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".282",".351",".633",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738401"
"Nicholas Lovullo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".268",".282",".550",".243","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa659264"
"Luke Burch","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".280",".325",".604",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003950"
"Carlos Herrera","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".278",".350",".628",".268","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830140"
"Elmer Reyes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".251",".293",".543",".235","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa506274"
"Nathan Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".241",".264",".506",".223","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829785"
"Adam Lind","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".285",".392",".677",".287","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","8027"
"Michael Crouse","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".249",".313",".562",".244","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa454895"
"Connor Hollis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".251",".281",".532",".233","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007870"
"Jordyn Adams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".250",".295",".545",".238","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008032"
"Stuart Turner","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".241",".280",".520",".228","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","15207"
"Braxton Lee","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".294",".312",".606",".266","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","16839"
"Nick Podkul","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".263",".278",".540",".238","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006720"
"Gilberto Galaviz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".239",".272",".511",".223","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597945"
"John-Daniel Osborne","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".228",".276",".504",".219","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005053"
"Ross Adolph","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".246",".285",".530",".233","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006666"
"Camden Duzenack","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".261",".312",".573",".248","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873988"
"Anibal Sierra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".240",".268",".508",".224","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa908626"
"William Allen","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".234",".276",".510",".223","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa550032"
"Gregor Blanco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".284",".330",".614",".267","","62","0.0","0.0","","-0.1","0.0","0.0","","999.0","3123"
"Andrew Bechtold","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".261",".283",".543",".240","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829787"
"Darien Martin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".257",".303",".560",".242","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa599037"
"Brendon Davis","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".278",".304",".582",".256","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875089"
"Zach Reks","Dodgers","2","7","6","1","0","0","0","1","1","1","2","0","0","0","",".230",".299",".382",".682",".292","","81","0.0","0.0","","-0.2","-0.1","0.0","","999.0","sa3004166"
"Diego Rincones","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".274",".328",".602",".260","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916849"
"Jordan Devencenzi","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".244",".261",".505",".223","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875840"
"Kyle Mottice","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".270",".273",".543",".241","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007655"
"Patrick Biondi","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".269",".267",".535",".239","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa503056"
"Kevin Vicuna","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".250",".272",".522",".229","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872466"
"Yeison Asencio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".265",".346",".612",".262","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548016"
"Irving Wilson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".237",".270",".507",".222","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828380"
"Brendan Donovan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".261",".288",".549",".241","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006675"
"Garrison Schwartz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".282",".332",".614",".267","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003956"
"Tanner Nishioka","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".260",".302",".562",".244","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002754"
"Cleuluis Rondon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".254",".274",".528",".233","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596998"
"Reynaldo Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".265",".380",".645",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa329131"
"Justin Dean","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".267",".297",".563",".247","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007070"
"Diego Goris","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".254",".309",".563",".243","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa507199"
"Jaff Decker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".285",".310",".595",".262","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","7945"
"Cody Bohanek","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".259",".277",".536",".238","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004157"
"Carlos Penalver","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".260",".296",".555",".241","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596953"
"Sicnarf Loopstok","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".284",".341",".625",".271","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737949"
"Ryan Gold","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".227",".273",".500",".217","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918639"
"Scott Van Slyke","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".281",".340",".621",".270","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","4365"
"Matt den Dekker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".262",".336",".597",".257","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","11385"
"Cobie Vance","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".247",".281",".527",".231","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006860"
"Sho Aranami","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".260",".294",".554",".243","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008601"
"Eduardo Revilla","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".230",".278",".508",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa870576"
"Michael Helman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".252",".297",".549",".238","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008280"
"Jason Morozowski","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".269",".330",".599",".259","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875605"
"Jakkob Palomaki","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".256",".265",".521",".231","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007003"
"Tyler Hill","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".278",".317",".595",".259","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829481"
"Johnny Field","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".263",".355",".618",".264","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","15048"
"Simon Muzziotti","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".260",".304",".564",".244","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917376"
"John Jones","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".241",".256",".497",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006852"
"Demetrius Sims","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".246",".272",".518",".228","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004390"
"Angel Aguilar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".244",".317",".561",".240","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657323"
"Drew Jackson","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".263",".289",".552",".244","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","17807"
"Lane Adams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".270",".328",".598",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","10767"
"Oscar Campos","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".229",".282",".511",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa831986"
"Chase Lambert","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".262",".284",".545",".240","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007526"
"Jack Lopez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".256",".316",".572",".247","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598270"
"Mark Kolozsvary","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".246",".266",".512",".228","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004996"
"Deiner Lopez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".244",".288",".531",".231","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597152"
"Francisco Salas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".251",".311",".562",".242","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa201344"
"Alberto Carreon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".252",".277",".529",".232","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa508493"
"Michael Matheny","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".275",".329",".604",".261","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658567"
"Evan Skoug","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".228",".254",".482",".214","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829713"
"Nelson Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".269",".358",".627",".269","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658264"
"Trace Loehr","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".260",".291",".551",".240","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829044"
"Taylor Grzelakowski","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".284",".328",".612",".266","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005298"
"Austin Bernard","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".262",".294",".556",".245","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004510"
"William Benson","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".262",".337",".599",".258","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917927"
"Martin Costes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".259",".312",".571",".248","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006783"
"Lorenzo Cedrola","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".261",".312",".572",".247","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872850"
"Jose Fermin","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".261",".286",".548",".240","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917339"
"Nicholas Dunn","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".257",".293",".549",".239","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915613"
"Cesar Salazar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".221",".260",".481",".210","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008107"
"Victor Martinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".298",".363",".660",".283","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","393"
"Bryan Mejia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".249",".308",".557",".239","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597100"
"Christopher Hudgins","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".221",".275",".497",".216","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829684"
"Yeltsin Gudino","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".262",".269",".531",".235","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830208"
"Nicholas Schulz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".276",".313",".589",".259","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829877"
"Victor Acosta","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".274",".320",".595",".258","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736917"
"Gunner Pollman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".229",".274",".503",".219","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918593"
"Shane Peterson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".268",".354",".622",".265","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","7423"
"Alejandro Salazar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".257",".296",".553",".239","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827937"
"Ismael Munguia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".254",".295",".549",".238","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917132"
"Matthew Rose","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".259",".373",".632",".268","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658586"
"Antonio Torres","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".273",".314",".587",".257","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa739643"
"Emmanuel Marrero","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".258",".286",".543",".239","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829119"
"Gregory Rogers","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".274",".314",".587",".256","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658668"
"Beau Amaral","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".277",".316",".592",".258","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa503642"
"Matthew Whatley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".250",".264",".513",".228","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915868"
"Diosbel Arias","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".273",".292",".565",".248","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005308"
"Enmanuel Valdez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".238",".289",".527",".229","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917288"
"Robert Honeyman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".244",".283",".527",".229","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006645"
